기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20181002014000,84436.0,55066.6,67300.0,29369.4,53.3343,26931.4,48.9069
20181002014500,84436.0,55130.9,67300.0,29305.1,53.1556,26867.1,48.7334
20181002015000,84436.0,55313.7,67300.0,29122.3,52.6492,26684.3,48.2416
20181002015500,84436.0,55205.5,67300.0,29230.5,52.9486,26792.5,48.5324
20181002020000,84436.0,55012.7,67300.0,29423.3,53.4846,26985.3,49.0529
20181002020500,84436.0,54932.4,67300.0,29503.6,53.7088,27065.6,49.2707
20181002021000,84436.0,55128.5,67300.0,29307.5,53.1622,26869.5,48.7398
20181002021500,84436.0,54881.4,67300.0,29554.6,53.8518,27116.6,49.4095
20181002022000,84436.0,54961.0,67300.0,29475.0,53.6289,27037.0,49.193
20181002022500,84436.0,55143.3,67300.0,29292.7,53.1211,26854.7,48.6999
20181002023000,84436.0,54997.4,67300.0,29438.6,53.5272,27000.6,49.0943
20181002023500,84436.0,54919.3,67300.0,29516.7,53.7457,27078.7,49.3064
20181002024000,84436.0,54755.0,67300.0,29681.0,54.207,27243.0,49.7544
20181002024500,84436.0,54936.6,67300.0,29499.4,53.6971,27061.4,49.2593
20181002025000,84436.0,54847.0,67300.0,29589.0,53.9482,27151.0,49.5031
20181002025500,84436.0,54657.8,67300.0,29778.2,54.4812,27340.2,50.0207
20181002030000,84436.0,54970.7,67300.0,29465.3,53.6018,27027.3,49.1667
20181002030500,84436.0,54933.1,67300.0,29502.9,53.7069,27064.9,49.2688
20181002031000,84436.0,55172.3,66500.0,29263.7,53.0406,26825.7,48.6217
20181002031500,84436.0,55003.6,66500.0,29432.4,53.5101,26994.4,49.0776
20181002032000,84436.0,55086.1,66500.0,29349.9,53.2801,26911.9,48.8543
20181002032500,84436.0,55000.2,66500.0,29435.8,53.5193,26997.8,49.0866
20181002033000,84436.0,55131.1,66500.0,29304.9,53.1551,26866.9,48.7329
20181002033500,84436.0,54963.3,66500.0,29472.7,53.6226,27034.7,49.1869
20181002034000,84436.0,55068.0,66500.0,29368.0,53.3305,26930.0,48.9032
